"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TENT5A",672.982416623536,-0.974118848649979,0.230674735205156,-4.22291087831368,2.41167200523243e-05,0.00133629874121252
"HMGCS1",5603.73323692209,-0.836442831588917,0.245350430485918,-3.40917613200163,0.000651593955254227,0.0144534434093932
"HBEGF",276.833089718465,1.27241085086938,0.374741546053823,3.39543577238333,0.000685194479916612,0.0149582725307112
"RNF130",11.0169849705011,-1.98646838692394,0.778090013259267,-2.55300589015789,0.0106797690146414,0.0911247823716809
"RASGRF2",359.302763383912,-0.948732213048813,0.301589335977005,-3.14577506520704,0.00165647348803556,0.0273740950414091
"CCNG1",2130.96965212449,-0.812376883257523,0.172565961828442,-4.70763106843258,2.50612142141411e-06,0.000225993184648696
"ARRDC3",477.064087897544,-1.77634430238017,0.341897795631463,-5.19554184050639,2.04124417817084e-07,3.31329952073212e-05
"C5orf15",1389.19694551731,-0.44517794942513,0.126415464834725,-3.52154659247706,0.00042903726511441,0.0108812999021756
"PPWD1",626.033549313608,0.488049762339476,0.152157393120311,3.20753236061013,0.00133878997547922,0.0237115343924093
"STC2",2482.50706195388,0.391971182021368,0.126942023294531,3.08779686859028,0.00201646253051339,0.0314363090773935
"DBN1",2348.53974775653,0.536292481593869,0.181135167231009,2.9607308718241,0.00306909997426549,0.0409916479621888
"EHHADH",115.851915227768,-1.43316355562903,0.310002352328386,-4.62307316336385,3.78096290380086e-06,0.000301537255397343
"TBCCD1",341.982873626602,0.657046340248027,0.249148563642057,2.63716688004665,0.00836016922674065,0.0782244441092292
"BCL6",216.055267325935,-0.945375796032602,0.262788920295089,-3.59747205084228,0.000321325011089415,0.00888441117835802
"ARL6",176.140104876938,0.921315602814228,0.218117012389558,4.22395113852355,2.40056116739488e-05,0.00133629874121252
"PCCB",1568.52842238601,-0.373358390007504,0.145038572653032,-2.57420066385147,0.0100471983337678,0.0876794404876628
"CEP70",213.069440866653,-0.720122208222423,0.23340534080918,-3.08528590530907,0.00203356569931841,0.0315505493042256
"KAT2B",368.953392897574,-0.881525483141268,0.183893646440324,-4.79367014687664,1.63757446308488e-06,0.000170320317640587
"BCHE",20.2220188712779,-2.07282219950231,0.530863769258434,-3.90462171189011,9.43728877592107e-05,0.00372641727360288
"FXR1",2857.62192446475,-0.46040059862578,0.112807253444212,-4.08130314823655,4.47838983562923e-05,0.00215290399171347
"ATP6V1A",2343.20505248111,-0.773954536678199,0.255565478947294,-3.02840015743212,0.00245852301858314,0.035555809315924
"KLHL18",829.352185252064,0.59713600690575,0.23452329261585,2.54616929621512,0.010891235354549,0.0919150331432372
"MAPKAPK3",1637.05503733802,0.645092296278664,0.159101181038807,4.05460407060911,5.02192890939367e-05,0.00234079571496299
"RRP9",701.232839612103,0.681678552223035,0.221615422989585,3.07595267074472,0.0020983114959683,0.032060247740725
"KLHL24",128.033652266342,-1.67665654774637,0.360625020095688,-4.64930732565778,3.33051641451327e-06,0.000275419867937217
"SLC4A3",334.495723218866,0.652440932241818,0.213802018384245,3.0516125954866,0.00227615662435062,0.0340367919917098
"REEP6",179.224286285016,-1.20264020186845,0.342851095890887,-3.50776245513647,0.000451892359770744,0.0112948530575307
"PCSK4",12.235334830659,-1.84859326224369,0.727581896665085,-2.54073564875216,0.0110619521552349,0.0927791816934809
"GCA",381.109022385642,-0.591774636832354,0.219828030606164,-2.69198898430089,0.00710272912550104,0.0698046700429707
"PCGF1",211.699662803626,0.821045823452568,0.195046952208473,4.20947784190448,2.55961542142964e-05,0.00138490250860646
"AUP1",2853.35622847807,0.39004081801181,0.0983571781388043,3.96555518765873,7.32253069171366e-05,0.00309096379389933
"RTN4",7017.27236804975,-0.403545517113858,0.10014818418801,-4.02948411282499,5.58993933903945e-05,0.00254535950695469
"EVA1A",82.0934386394144,0.966252500830235,0.361892078786538,2.6700017974148,0.00758508409160028,0.0731316598265612
"WDR75",1296.52269986102,0.400054113348034,0.0982746877484098,4.07077470825653,4.68570490700923e-05,0.00222075243786055
"STAT1",4350.82945032523,-0.578837705171018,0.224493074455354,-2.57842121221488,0.0099252930782061,0.0868655441155376
"PECR",233.69411263392,-0.604961146104927,0.222344330148826,-2.7208301003223,0.00651182202497051,0.0666702796438281
"GGCX",1026.38785240718,-0.41186065942859,0.129395027672829,-3.18297129987071,0.00145772062633768,0.0250462907616201
"KDM3A",471.258324138441,-0.673943604989479,0.158612845219455,-4.24898503054414,2.14741266724278e-05,0.0012318736347651
"ZNF142",811.822789984103,0.807270580695297,0.265525944638849,3.04027006397923,0.0023636609752943,0.0345826410139295
"WNT6",854.440002732064,-1.29843675484305,0.326692096659031,-3.97449699004573,7.0528154092475e-05,0.00301262211149807
"FHL2",2410.9983803551,0.551308471594501,0.14232677563264,3.87354009211508,0.000107265750873273,0.00402614763103059
"PASK",319.876628661874,0.464579599004225,0.177259515760082,2.62090075679223,0.00876977874321724,0.0802897394294415
"SDC1",2339.13308263363,1.22099575781351,0.242750323012209,5.02984194897283,4.9088430900061e-07,6.38936868988813e-05
"KYNU",160.905529946436,1.20226944134039,0.47674173160314,2.52184644565836,0.0116740655957012,0.0958162302343188
"COX7A2L",1302.19928573087,-0.856550901257326,0.266385489680942,-3.21545630087902,0.00130237322068637,0.0233058927701814
"PNO1",1057.26874525997,0.429336339783285,0.130193964761324,3.2976669891754,0.000974916841218483,0.0191336097557488
"PLEK",11.6997905081898,-2.43399437371351,0.860676820853587,-2.82800037684246,0.00468397513990403,0.0549592256724869
"SUMO1",2270.84790348264,-0.515027785444954,0.183364368950479,-2.80876698342657,0.00497316275555906,0.0566128106752875
"ATP6V1B1",76.5528223650305,-2.89143881612483,0.603244306116541,-4.79314729837869,1.64184984026948e-06,0.000170320317640587
"MSH6",3004.40713479692,-0.565450060999761,0.137379505354238,-4.1159710070416,3.85552772967545e-05,0.00192734478573668
"PARD3B",59.6670371511377,-1.85028797322664,0.40282729088893,-4.59325377171829,4.36387850241036e-06,0.000338249616279527
"TMEM59",2170.22817551963,-0.688383484949622,0.187703635844379,-3.66739558268518,0.00024503356086474,0.0076480446396087
"WRAP73",405.021976284404,0.596633088186768,0.200296790138017,2.97874513004252,0.00289431415731491,0.0392653416209182
"PHF13",742.534887863203,-0.353645487684601,0.126146503397663,-2.8034505765869,0.00505589806328939,0.0572470753902067
"EDEM3",1034.5179333395,-0.356649976970524,0.13987504940344,-2.54977552102121,0.0107792300009774,0.0914567646394137
"RAP1A",1603.57202044774,-0.526299760522799,0.201641507011534,-2.61007650816999,0.00905219749548218,0.0820585866262599
"ARHGEF2",1125.58853296924,0.787227380344013,0.206733190510397,3.80793900776383,0.000140129822739806,0.00498291537201316
"FBXO2",395.741052048731,-1.00563798101607,0.262809180577327,-3.82649486904124,0.000129980857540026,0.00473178335482782
"LEPR",124.571022110987,-0.722796194188008,0.241452009518611,-2.99353977475302,0.00275761562230896,0.0378952417739012
"IVNS1ABP",1253.28999100545,-0.677538240870723,0.172021408692413,-3.93868557420205,8.19292133208054e-05,0.00333444647842818
"PLA2G4A",215.899602991058,-0.629363644223625,0.181011647242999,-3.47692346768568,0.000507202573075642,0.0122976040528011
"WLS",2362.38288583705,-0.524643985950444,0.156031160373284,-3.36243084198887,0.00077259475979347,0.0162492224098636
"CTH",486.947847300367,-0.928079659170738,0.194119342813216,-4.78097466084947,1.74447352004865e-06,0.0001769742732067
"OLFML3",1579.51111084629,1.12635420700672,0.280626586064668,4.0137116828523,5.9771349552599e-05,0.00269498467247454
"MAP7D1",4756.48676031747,0.394338654711018,0.129682883698638,3.0407918413304,0.00235956896865568,0.0345826410139295
"AIRIM",663.415160492787,0.479465309605075,0.16347138618864,2.93302284139067,0.00335679195156629,0.0435804683810799
"ACADM",872.821183225893,-0.544254976881829,0.156179804687357,-3.48479739727762,0.000492509807744708,0.0120268279954933
"ZNHIT6",746.723311518931,0.654074549357892,0.126092840651885,5.18724573081552,2.13427033316965e-07,3.42401485892345e-05
"GBP1",63.6933355126135,1.27001706111009,0.39540813683878,3.21191433050332,0.00131853687763324,0.0235340922389468
"KIF17",56.9791860360292,1.36960106402898,0.302262504063335,4.53116428805206,5.86594970602598e-06,0.000430492064330003
"PRPF3",970.304861011611,0.634256466865295,0.15054642884651,4.21302897534656,2.51968725096293e-05,0.00136866633864313
"CDC20",4209.17354235039,0.459858814234153,0.145565751647901,3.15911407063987,0.00158249537398191,0.0266264496034492
"ARTN",8.60597311062882,2.50444991206711,0.780039543763636,3.21067044881253,0.00132425706754779,0.0235620468776641
"PIK3R3",436.499350827684,-0.560554107635023,0.144117544662458,-3.8895618777569,0.000100425360890225,0.00385987123061622
"F3",2402.84947563898,0.990238877506027,0.259489790382368,3.81609957003269,0.000135577812185169,0.00487126842374681
"ABCD3",2100.66862351306,-0.590449782924623,0.127410054444358,-4.63424794455671,3.58237421951365e-06,0.000290741277097823
"IRF6",1085.60614867113,0.537358275107478,0.18865876323114,2.84830805579447,0.0043952357368043,0.0527611346412227
"UTP25",609.338685652335,0.650485592086141,0.187468772289491,3.46983438437232,0.000520779374409018,0.0124959878760369
"STMN1",3348.61453800405,-1.04725544340105,0.263132854637617,-3.97994938656869,6.89299422948202e-05,0.00296269910854092
"MTFR1L",778.42789208964,-0.337128410632272,0.132201761035617,-2.55010529354027,0.010769038911962,0.0914567646394137
"MAN1C1",46.8790440954987,-1.18365893912507,0.385611489387653,-3.06956346400546,0.00214371854393402,0.032555576953828
"DHDDS",1337.49755632399,0.450266785612452,0.179749617259029,2.50496658896132,0.012246296100052,0.0984054439676284
"POLR1G",854.237934789959,0.871274782878517,0.251742295151297,3.46097894418132,0.000538214906601598,0.0125370990936381
"MREG",300.365191879249,0.335552002129946,0.13134019829693,2.55483093889764,0.0106239384344083,0.0908169012264755
"FASTKD2",1108.83158460767,0.259661441251287,0.0738987353797669,3.51374674974994,0.000441833836525037,0.011144390205733
"NRP2",66.2372989337978,-1.42399240805426,0.389891100198345,-3.65228241252456,0.0002599198068048,0.00789892857816261
"KLF7",71.0806746333218,1.44699368141284,0.368888242027316,3.92258011114839,8.76057502574387e-05,0.00353894757014505
"FILIP1",15.5770040984914,-1.33398138467282,0.531016327054121,-2.51212875519902,0.0120005295726312,0.0971662596910755
"HMGN3",663.462347109682,-0.824420905574714,0.329537584293294,-2.50175077098631,0.0123580887264881,0.0989801902557436
"STBD1",115.401526375173,0.555181266859769,0.165572928545173,3.35309202861807,0.000799141302750028,0.0165551840150783
"CCNI",4429.36510229892,-0.418843477347499,0.148220942035648,-2.8258049881154,0.00471619667657568,0.0551903015663398
"EEF2KMT",325.673224454749,0.647797953427246,0.154142316618143,4.20259645527474,2.63870751958659e-05,0.00141647850304624
"LDAH",412.74563559152,-0.585297272474258,0.226848265395153,-2.58012672680002,0.00987640642683039,0.0866100740118196
"CCDC92",259.078183321969,-0.546889257009672,0.185836716281955,-2.94284825922085,0.00325207775951049,0.0427730379866218
"TRIM32",385.015269023478,0.403354311261682,0.119911575569816,3.3637645852367,0.000768870973259887,0.0162203559909276
"KDSR",1085.19919760027,0.410880472636824,0.123184857339988,3.33547873910185,0.000851526649124183,0.0173549003957759
"ALDH6A1",153.684361031,-1.12914060552006,0.330662244330283,-3.41478540377961,0.000638322806658301,0.0142011433861357
"EIF2B2",1161.05807928085,0.370675583801703,0.0892070287881935,4.15522844821799,3.24962689693413e-05,0.001674324669352
"FKBP1B",173.136386006184,-0.767690142572417,0.271788019043158,-2.82459155217771,0.00473409214777657,0.0553059012386735
"YPEL5",1018.10660651092,-0.831462521243602,0.140995421333121,-5.89708880885684,3.69970760655901e-09,1.34328594336039e-06
"FAM98A",1610.43627528369,0.252727901105851,0.0881679645652816,2.86643683283315,0.0041512099366621,0.0507750385603963
"LGALSL",616.145148953432,0.917282260526415,0.195205431511682,4.69906115533226,2.61360188612321e-06,0.000229680670209184
"DUSP1",603.011294998573,0.996715850490685,0.248509090469051,4.01078225593046,6.05179039962853e-05,0.00271975739881677
"CD274",1452.6275786388,0.607597209105124,0.242333994508691,2.50727187630844,0.0121667088724474,0.0980715625785542
"PLEKHG1",21.777043198982,-1.89876856486594,0.662512037796777,-2.8660136820765,0.00415676279939333,0.0507979241304072
"MYCT1",56.570548215942,-3.088761151179,0.460968785057896,-6.70058635486797,2.07584882596266e-11,1.96447799908713e-08
"WDR55",987.791109812577,0.400619648150877,0.111250719701564,3.60105219297061,0.000316931938450464,0.00879820916458965
"MRPS14",444.68919295526,-0.593025053461417,0.23650721014296,-2.50742906781977,0.0121612987575139,0.0980715625785542
"HSPH1",4798.99448409942,0.620250952488528,0.153903991398686,4.03011609284243,5.57493120342716e-05,0.00254535950695469
"PLS1",2528.6497966399,-0.691464215261791,0.229875247778776,-3.00799769415467,0.00262975133283512,0.0370883867407902
"GLT8D2",46.8701487884288,-0.873850699271748,0.281122594718688,-3.10843281788213,0.00188082401714659,0.0298615983481835
"PTK2B",951.847453986479,0.866433925064913,0.221425803309543,3.91297632035089,9.11654773782426e-05,0.00362481294348015
"NPPB",1058.13822300967,1.56674427223126,0.617138857427318,2.53872245018339,0.0111258047876268,0.0930872168155911
"AKAP1",1317.59831781122,0.485592656351141,0.178976570328268,2.71316326746287,0.00666442622952967,0.0676096240358977
"LHX4",248.679395709294,0.77139946513115,0.306769251808202,2.51459186533286,0.0119170251096541,0.096772070089466
"CAT",925.240618895287,-0.525190501876727,0.148959306571303,-3.52573138238483,0.000422315082463799,0.0107584098970166
"TBC1D15",797.069726728869,-0.398979105183104,0.125005395629232,-3.19169507183899,0.00141440565817399,0.0246707394005393
"KHDRBS1",4349.29145206214,-0.283256049576426,0.0970581086747282,-2.9184171569395,0.00351813343970304,0.0448610786206866
"TMEM39B",191.547874499509,0.524293352760526,0.155465047680741,3.37241946393765,0.000745108740971826,0.0158891272012184
"CCR2",7.03029252936869,-2.02453452238536,0.713252595456704,-2.83845377539639,0.00453326848950532,0.0538257361012951
"CXCR4",14.523397134306,-1.52121347126988,0.593482400381958,-2.56319895971784,0.0103712597258565,0.0890985494630398
"ZRANB3",70.641024973688,-1.05968058753677,0.333073030183842,-3.18152624651679,0.00146501247671008,0.0251402700760808
"MRPS2",1604.50725454727,0.456489878841519,0.080034324061435,5.70367631881433,1.17250632373006e-08,3.44192973372418e-06
"LY9",19.5909762296586,-1.68136652250406,0.552520176979586,-3.04308619405618,0.00234165250567144,0.0344800209399667
"ZC3H7A",1070.03243455907,-0.401178404491316,0.111192617195741,-3.60795900491388,0.000308615237801566,0.00872533695891026
"PRXL2A",655.08010651774,-0.602367412867936,0.240518689445168,-2.50445158443814,0.0122641389093147,0.0984914578182857
"ZNF644",536.849390184798,-0.526941868200823,0.206481053959059,-2.55201074431412,0.0107103215851535,0.0912725799322813
"BBS9",219.044648726773,-0.926866479682144,0.234897685112188,-3.94583062510586,7.95238154336874e-05,0.00327519427324951
"SEPTIN7",3745.88722103595,-0.373800983475174,0.136980584676413,-2.72886105982244,0.00635534745814635,0.0659489328303193
"HNRNPA2B1",16324.458851618,-0.419174254558226,0.0977279298717349,-4.28919608865531,1.79321002984934e-05,0.00108990831638024
"INHBA",257.953205364315,2.42428347476708,0.461693812268857,5.2508467957447,1.51401567975721e-07,2.57887337451979e-05
"POLM",280.505317796021,0.879724770165104,0.245718622919156,3.58021203160715,0.00034331551199961,0.00934265112240359
"DNAI1",5.29238177194707,-2.77016298428776,0.918733585095631,-3.01519725546924,0.00256812176361428,0.0367169942622761
"CHST3",172.663348802115,1.05255772597981,0.374057008498241,2.81389655070388,0.00489449765192924,0.0562744867530565
"CISD1",449.368063523452,-0.807552126406022,0.290319663864816,-2.7815963812291,0.00540922663604103,0.0596742737711764
"VPS26A",2527.36968891033,-0.412614301904628,0.128547146570987,-3.20982855637929,0.00132814162957165,0.0235620468776641
"RBM19",1551.98905876324,0.433057711347427,0.134640549213362,3.21639887743751,0.00129810272029083,0.0232758937954417
"MED13L",1099.28618771433,-0.547919720765579,0.209278513083135,-2.61813653343341,0.00884114224357594,0.0806754229726304
"ITPR2",358.108405961653,-0.669818534214406,0.229204475360875,-2.9223623716762,0.00347387110837978,0.0445686296005636
"WWP1",1794.67927780501,-0.442204777895798,0.161173557863234,-2.74365586860741,0.00607591956920949,0.064258420147213
"ADGRE5",2590.73821866843,0.698575002340273,0.247109632189732,2.82698410478756,0.00469886602258847,0.0550341719131181
"ATP7B",1287.86757836915,-1.08922271111952,0.207724870394368,-5.24358353937891,1.57487453757718e-07,2.64982243840882e-05
"CENPK",873.992994226955,-0.49884823053239,0.15362714295697,-3.24713602642545,0.00116572660662099,0.0218229714946401
"MMP19",1428.7897862304,0.594779411956851,0.162688831652128,3.65593265325456,0.000256248627407738,0.00784459200883758
"NR4A1",692.806804869442,0.960213459690045,0.269487634246402,3.56310768163889,0.000366490254118748,0.00963136387824069
"LRP1",2957.52736578176,-0.503132379412797,0.152905228302282,-3.29048512597714,0.00100014789196163,0.0195158642776602
"ATG101",1139.31464428524,0.44353331079143,0.130228844062362,3.40579933719629,0.000659706483908849,0.0146087719858726
"HJURP",876.274842489494,0.496055559350142,0.153420024843569,3.23331690146663,0.00122361745072117,0.022593999594795
"NRK",1118.28934812661,-0.794680706696896,0.235951977791445,-3.36797645917299,0.000757220613744498,0.0160499503334292
"RAB9A",784.777177312945,-0.5165814623213,0.192100357545551,-2.68912285704001,0.00716400475561834,0.070299981232764
"AGO2",1016.32780805919,0.589751480700243,0.21991510611835,2.68172337548681,0.00732439973230576,0.071568514948033
"MXD4",327.782037926516,-1.54352750616097,0.360538833104541,-4.28116853008568,1.85914490157926e-05,0.00112011450685979
"DAW1",172.032441475238,0.872472085065123,0.259839908827281,3.35772933804817,0.000785855220693534,0.0164030930104519
"FAM210B",392.120321638456,-0.579356454076988,0.204882986814417,-2.82774310881054,0.00468774070460459,0.0549592256724869
"ARHGAP40",133.683632538218,-2.10227811501185,0.468754336991922,-4.48481848403266,7.2976030973113e-06,0.000513699132314306
"NCOA5",697.230826370874,0.409965165510674,0.152059257168725,2.69608817735955,0.00701590916893638,0.069389604877287
"SRSF6",3205.50087102675,-0.32748507061922,0.123348077621296,-2.6549669596365,0.00793161768583382,0.0754707098009994
"PEDS1-UBE2V1",109.141398719358,0.956924969765527,0.257834678452758,3.71138969943044,0.000206124483794152,0.0066446250067942
"STAU1",4264.6319024019,-0.327408757502567,0.101995812866551,-3.21002155187429,0.00132725020452265,0.0235620468776641
"DDX27",2101.197229693,0.478529676904297,0.119464033220603,4.00563804857185,6.18502982607167e-05,0.00276164584175763
"PAIP2B",151.355432794026,-1.30743911270484,0.292584274174641,-4.46858983242702,7.87369452716656e-06,0.000541920003560841
"POF1B",50.8627782623839,-1.10998986675955,0.356538941816771,-3.11323599353135,0.00185047985310553,0.0294476015378281
"LYPD3",3460.41780012696,0.933473825564935,0.274117166778718,3.40538258342092,0.000660714192881388,0.0146087719858726
"USP9X",2437.8244138086,-0.45935836915456,0.173914519376326,-2.64128820757382,0.00825914276690963,0.0775179542551375
"XPO5",2290.21624857398,0.648941450746247,0.147805299007371,4.39051546260113,1.13082273157147e-05,0.000729063608761291
"OARD1",415.725722822652,-0.674435437817298,0.21855195436703,-3.08592727880471,0.00202918443764295,0.0315277676645943
"AARS2",480.222210529607,0.531548790532277,0.183395761892232,2.89837008798834,0.00375107673203863,0.0470487324290336
"KLHDC3",2256.81340615959,-0.377341348011248,0.129161823615943,-2.92146191070556,0.00348392872724559,0.0446311649487534
"DEK",4628.72243062086,-0.418243474794296,0.134094623785985,-3.1190174742711,0.00181455199524079,0.0290770892895902
"RAB17",562.82553672878,-1.52977916601311,0.366588986391223,-4.17300907229256,3.00602967089199e-05,0.00157099209732185
"MT2A",155.047886264294,1.10561594482103,0.302507875811812,3.65483358690743,0.000257348850219333,0.00785540284618615
"HROB",300.028777412463,0.506644134196761,0.158912119846308,3.18820323262168,0.00143159877956739,0.0248449916499262
"DDX31",456.098461380532,0.845487293884673,0.15333432350674,5.51401196123911,3.50744746172778e-08,8.44348968195098e-06
"POLR1B",970.809539393891,0.908456948748773,0.243133731323534,3.73644966415583,0.00018663678882969,0.00620705340211887
"ALKBH7",138.035625438849,-1.00659253656598,0.355465326400462,-2.83176012343879,0.00462925627663235,0.0547299475995685
"CD70",5.11587268824623,-2.28816351474837,0.860484852229228,-2.65915606628112,0.00783366663080702,0.0747916275659203
"RTN2",249.327354315607,-0.611900459361399,0.220859774792551,-2.77053827450538,0.00559637224865899,0.0609417110613639
"SYMPK",2334.23902405482,0.264493358154183,0.101109682399242,2.6159053403986,0.00889912248474495,0.081043691697707
"GPCPD1",210.070886839149,-0.878120438899337,0.306758313186727,-2.86258073913979,0.00420206185120323,0.0511335457002515
"FLRT3",85.096011617826,-1.01618642082909,0.338127838518881,-3.00533202258751,0.00265291084392942,0.0370883867407902
"BFSP1",28.3880645935677,-0.96100428684741,0.3688778208615,-2.60521026881752,0.00918178923712453,0.0828522865301551
"NCLN",2986.87459670842,0.433092563758193,0.152490433782515,2.84012939707337,0.00450952375873701,0.0536183680219412
"MAX",1158.97029559397,0.381221805297405,0.113670012046822,3.3537588184681,0.000797218175320583,0.0165539643237327
"NECAB3",355.796943583971,0.486759432208316,0.132157956304888,3.68316403959339,0.000230356816803869,0.00728952523266738
"AMOT",2085.81302995915,-1.01305124476009,0.194472173467458,-5.20923495992914,1.89620863137023e-07,3.1145226770256e-05
"PDCD2L",212.562313828135,0.585773686186805,0.196392581502812,2.98266707278054,0.00285748640589818,0.0389957862929547
"FRMD8",967.473585047446,0.34024662129412,0.121218566963529,2.80688536267295,0.00500230400104354,0.0568975995897755
"WNK4",52.8621404928348,1.24268258263836,0.472140501998643,2.63201859907781,0.00848792161226211,0.0789668607446934
"GLIS2",449.102638919371,0.597390126756822,0.167579390037274,3.56481860104603,0.00036410792267074,0.00961671118452646
"ELK1",992.020965948878,0.582685184333517,0.231589413959754,2.51602685274197,0.0118686139735247,0.0967038787603905
"DLGAP5",1801.55808970979,-0.308852395077126,0.106450020538241,-2.90138408161389,0.00371518204961648,0.0468969503554974
"SGPP1",2118.92728950168,-0.938638886749868,0.320855630496683,-2.9254243888345,0.00343986757212117,0.0443135881349727
"PLEKHG3",1664.59192501671,0.69434120132772,0.181611898145571,3.82321427405142,0.00013172321419583,0.00475755284361222
"AIF1L",512.896508896884,-0.834532974962478,0.3276910597823,-2.54670657025827,0.0108744829144336,0.0918770610964117
"SLC10A3",598.4951900511,0.642887705574744,0.236602696555494,2.71716136347566,0.00658444969912588,0.0669953189519467
"HNRNPH2",2250.8762884824,-0.572368004859787,0.100548994144299,-5.6924289470104,1.25244724125772e-08,3.52653358931282e-06
"INTS11",1662.5358976541,0.282479823509413,0.111964276528282,2.5229459991023,0.0116376270565488,0.0956309353777274
"FGD3",122.715438606612,-1.52064103797917,0.398404014541697,-3.81683161433108,0.000135176355176792,0.00486952525424073
"TRAF2",847.680734038143,0.395747631960051,0.133016983658084,2.97516618612633,0.00292829861824741,0.0396095451332936
"YEATS4",681.104695989867,-0.746190987780137,0.292915119499019,-2.54746490743246,0.010850876605455,0.0918463463346396
"LRRC61",608.486344117857,-0.585174272665771,0.221621414342598,-2.64042296815761,0.00828026140486708,0.0776230236753003
"UBR4",2652.3946204437,0.609649618568212,0.162870325694133,3.74315957170197,0.000181720744693319,0.00608543959838283
"SIN3B",1999.43078749275,0.485508845404874,0.191726425885802,2.53230008936826,0.0113316964943566,0.0941191694343425
"RBM48",163.646233418319,0.420778888355796,0.156492015251174,2.68882017833583,0.00717050341963803,0.0703137424880924
"CASD1",236.636332337658,-0.735156710785148,0.236997098348492,-3.10196502787616,0.00192240667862836,0.0302852548834169
"RASL11B",417.309575039554,-1.74019337250638,0.465946675155585,-3.73474791278489,0.000187903310466503,0.00623197590025564
"CDC42EP1",1562.90991239494,0.438425095496175,0.155381665085522,2.82160121823168,0.00477845555606239,0.0556157495352073
"LIF",228.866985703202,1.33226163346824,0.491777789337935,2.70907239479404,0.0067471615598075,0.0679989686199153
"KRT17",1646.4856230453,1.4981383821174,0.300437936665364,4.98651534738126,6.14780250082838e-07,7.60882065909611e-05
"SPECC1",1412.9906288435,-0.505746192798068,0.147471243542452,-3.42945635128166,0.000604791701891331,0.0136122530358804
"VGF",162.608244987025,1.22404551851206,0.340035308787359,3.59976004514731,0.000318510964860026,0.00882428871922447
"NDUFA5",889.390812956251,-0.444552736315404,0.154943114098127,-2.86913515907435,0.00411595873815816,0.0504332883751049
"CLN6",1638.73310892154,0.786471862120528,0.111466521186609,7.05567782817837,1.7176136610243e-12,2.63310174235025e-09
"SOX15",1541.4923695799,0.947690853438473,0.22404387605124,4.22993419923574,2.33759677485228e-05,0.00131104970335923
"CD68",65.5201539863299,1.11427765880054,0.411951286631762,2.70487723903283,0.00683296359326707,0.0683643210270528
"FXR2",1748.06389506372,0.495232152358184,0.140420046675727,3.52679096811459,0.000420628703620242,0.0107584098970166
"MTUS1",1120.76720162709,-0.635857422782623,0.174667505295253,-3.64038761364221,0.000272227913589908,0.00812971541948045
"AJUBA",1395.55286912484,0.503086347896883,0.137675197709534,3.65415380741484,0.000258031560472533,0.00785885527558397
"SNX6",3342.49004080821,-0.40266233930218,0.13210261118915,-3.04810280188657,0.00230291130481287,0.0341281066299712
"ITFG1",1116.78007750262,-0.372078888044541,0.125649451595129,-2.96124561883057,0.00306397483053807,0.0409873215349321
"ASH2L",1211.29392807552,-0.312790994029903,0.108915223366324,-2.87187579809543,0.00408043303548706,0.0500869524827535
"TTI2",247.896966482941,0.484501056694994,0.179496655606613,2.69922052339979,0.00695021046140838,0.069018526282752
"PUDP",1242.50237310621,-0.422699400590666,0.144108823900034,-2.93319582487111,0.00335492213641211,0.0435804683810799
"NXNL2",34.3711006525035,-0.95293469673393,0.367054811938165,-2.59616456654562,0.00942709018413734,0.0839132666261567
"GTPBP3",833.289902893806,0.624261423367112,0.16376298214845,3.81198128647428,0.000137857315944694,0.00493853217265071
"NSUN5",911.332918988424,0.750150019650385,0.19199098244354,3.90721486031766,9.33661231434802e-05,0.00370164483049022
"SNX9",1723.26582299387,0.399715071552809,0.15080901490605,2.65047200130457,0.00803793892671682,0.076226259718254
"GDF15",169.226700077522,-1.59682107336339,0.555089282612323,-2.87669231488048,0.00401867231726764,0.0495935795718619
"ZNF337",196.007530509351,0.551099468820163,0.161403755653656,3.41441539937104,0.000639190406812372,0.0142011433861357
"EXOSC2",870.185920667526,0.314659454186996,0.10830298785486,2.90536263513504,0.00366827824876907,0.0464749632674627
"EIF2S3",5345.14414993829,-0.451709345116376,0.109718752949286,-4.11697483770312,3.83877965235706e-05,0.00192595064958438
"TMEM160",118.744648785978,-0.927289344783501,0.339646354567604,-2.73016133490969,0.00633033373650077,0.0659166902358499
"HIP1R",1937.36203693891,0.499162725230945,0.107143875678072,4.6588078139972,3.1804595719557e-06,0.000266994948788628
"PPAN",952.025872613722,0.65501206470135,0.159824203751635,4.09832834655778,4.16144678223802e-05,0.00203600997356517
"SLC6A8",1532.30481903635,0.543061766825664,0.145686134210734,3.72761464066394,0.000193300641154563,0.00633484310216035
"MPP1",770.130764600798,-1.18856431514568,0.398852987197248,-2.97995590680606,0.00288289877514989,0.0391690136351481
"UBE4B",1680.99800972087,-0.427780330196509,0.136366651653182,-3.13698638934447,0.00170694050984951,0.0278376574638224
"CASZ1",201.894704656814,1.07168995374525,0.296979126638087,3.60863730012669,0.000307809596193744,0.00872042915541085
"AAR2",971.24295943591,0.320191576087488,0.124830833497303,2.56500391062763,0.0103174642165925,0.0889319435062192
"SH3BGRL",80.6838526070828,-0.838547657527987,0.332999733308189,-2.51816315045489,0.0117968662872175,0.0965258020992688
"TBC1D5",760.271628826076,-0.902813083435282,0.310394349249014,-2.90860025519021,0.00363050749368461,0.0460810596967493
